"siRNA_Plate001","001001","SCR"
"siRNA_Plate001","001006","NCL"
"siRNA_Plate001","001011","U3"
"siRNA_Plate001","001012","U8"
"siRNA_Plate001","002001","uL5"
"siRNA_Plate001","002006","NPM1"
"siRNA_Plate001","003001","uL18"
"siRNA_Plate001","003006","UTP4"
"siRNA_Plate001","004001","ZNF622"
"siRNA_Plate001","004006","UTP18"
"siRNA_Plate001","005001","KIF11"
"siRNA_Plate001","005006","BOP1"
"siRNA_Plate001","006001","TIF1A"
"siRNA_Plate001","006006","NEPRO"
"siRNA_Plate001","007001","DDB1"
"siRNA_Plate001","007006","URB1"
"siRNA_Plate001","008001","FBL"
"siRNA_Plate001","008006","GRWD1"
"Plate001","001001","DMSO"
"Plate001","001003","Axitinib"
"Plate001","001004","Clopidogrel"
"Plate001","001005","Ridaforolimus (Deforolimus, MK-8669)"
"Plate001","001006","Tizanidine HCl"
"Plate001","001007","Rapamycin (Sirolimus)"
"Plate001","001008","Tipifarnib"
"Plate001","001009","Masitinib (AB1010)"
"Plate001","001010","Daclatasvir (BMS-790052)"
"Plate001","001011","Ivacaftor (VX-770)"
"Plate001","001012","Betamethasone"
"Plate001","001013","Danoprevir (ITMN-191)"
"Plate001","001014","Natamycin"
"Plate001","001015","Exemestane"
"Plate001","001016","ABT-492(Delafloxacin, RX-3341, WQ-3034)"
"Plate001","001017","Doxorubicin (Adriamycin) HCl"
"Plate001","001018","Apixaban"
"Plate001","001019","Dexrazoxane HCl (ICRF-187, ADR-529)"
"Plate001","001020","Methimazole"
"Plate001","001021","Temozolomide"
"Plate001","001022","Prednisone"
"Plate001","002003","Entecavir Hydrate"
"Plate001","002004","Allopurinol Sodium"
"Plate001","002005","Vemurafenib (PLX4032, RG7204)"
"Plate001","002006","Ursodiol"
"Plate001","002007","Benazepril HCl"
"Plate001","002008","Tretinoin"
"Plate001","002009","Tegafur (FT-207, NSC 148958)"
"Plate001","002010","Trichlormethiazide"
"Plate001","002011","Edaravone"
"Plate001","002012","Disulfiram"
"Plate001","002013","Fluvoxamine maleate"
"Plate001","002014","Busulfan"
"Plate001","002015","Loratadine"
"Plate001","002016","Lamivudine"
"Plate001","002017","Ruxolitinib (INCB018424)"
"Plate001","002018","Adefovir Dipivoxil"
"Plate001","002019","Omeprazole"
"Plate001","002020","Mitotane"
"Plate001","002021","Tenofovir Disoproxil Fumarate"
"Plate001","002022","Guaifenesin"
"Plate001","003001","ActD_0.3"
"Plate001","003003","Roxadustat (FG-4592)"
"Plate001","003004","Ranolazine 2HCl"
"Plate001","003005","Gefitinib (ZD1839)"
"Plate001","003006","Topiramate"
"Plate001","003007","Sorafenib Tosylate"
"Plate001","003008","Atazanavir Sulfate"
"Plate001","003009","Crizotinib (PF-02341066)"
"Plate001","003010","Iloperidone"
"Plate001","003011","Docetaxel"
"Plate001","003012","Mycophenolate Mofetil"
"Plate001","003013","Ritonavir"
"Plate001","003014","Quizartinib (AC220)"
"Plate001","003015","Finasteride"
"Plate001","003016","VX-809 (Lumacaftor)"
"Plate001","003017","Fluorouracil (5-Fluoracil, 5-FU)"
"Plate001","003018","Reserpine"
"Plate001","003019","Epirubicin HCl"
"Plate001","003020","Metolazone"
"Plate001","003021","Tamoxifen"
"Plate001","003022","Acetylcysteine"
"Plate001","004001","BMH-21_2"
"Plate001","004003","Nepafenac"
"Plate001","004004","Zafirlukast"
"Plate001","004005","Acarbose"
"Plate001","004006","Nitrofural"
"Plate001","004007","Budesonide"
"Plate001","004008","Phenylbutazone"
"Plate001","004009","Ifosfamide"
"Plate001","004010","Loteprednol etabonate"
"Plate001","004011","Etodolac"
"Plate001","004012","Mesalamine"
"Plate001","004013","Gatifloxacin"
"Plate001","004014","Carbamazepine"
"Plate001","004015","Losartan Potassium (DuP 753)"
"Plate001","004016","Estradiol"
"Plate001","004017","Isotretinoin"
"Plate001","004018","Zalcitabine"
"Plate001","004019","Ondansetron HCl"
"Plate001","004020","Methylprednisolone"
"Plate001","004021","Tenofovir"
"Plate001","004022","Rifabutin"
"Plate001","005001","CAM_25"
"Plate001","005003","Selumetinib (AZD6244)"
"Plate001","005004","Repaglinide"
"Plate001","005005","Imatinib Mesylate (STI571)"
"Plate001","005006","Tranilast"
"Plate001","005007","Sunitinib Malate"
"Plate001","005008","VX-745"
"Plate001","005009","Vismodegib (GDC-0449)"
"Plate001","005010","HMN-214"
"Plate001","005011","Paclitaxel"
"Plate001","005012","Dyphylline"
"Plate001","005013","Anastrozole"
"Plate001","005014","Telaprevir (VX-950)"
"Plate001","005015","Cladribine"
"Plate001","005016","Pomalidomide"
"Plate001","005017","Methotrexate"
"Plate001","005018","Furosemide"
"Plate001","005019","Etoposide"
"Plate001","005020","Cefoperazone"
"Plate001","005021","Vincristine sulfate"
"Plate001","005022","Ethinyl Estradiol"
"Plate001","006001","CX-5461_10"
"Plate001","006003","Rufinamide"
"Plate001","006004","Erythromycin"
"Plate001","006005","Adapalene"
"Plate001","006006","Ketoprofen"
"Plate001","006007","Bumetanide"
"Plate001","006008","Ezetimibe"
"Plate001","006009","Megestrol Acetate"
"Plate001","006010","Aminoglutethimide"
"Plate001","006011","Etomidate"
"Plate001","006012","Ipratropium Bromide"
"Plate001","006013","Genistein"
"Plate001","006014","Hydrocortisone"
"Plate001","006015","Amonafide"
"Plate001","006016","Deferasirox"
"Plate001","006017","Lopinavir"
"Plate001","006018","Azathioprine"
"Plate001","006019","Oxcarbazepine"
"Plate001","006020","Meloxicam"
"Plate001","006021","Tigecycline"
"Plate001","006022","Nevirapine"
"Plate001","007001","DIN_5"
"Plate001","007003","Nintedanib (BIBF 1120)"
"Plate001","007004","Rolipram"
"Plate001","007005","Lapatinib (GW-572016) Ditosylate"
"Plate001","007006","Venlafaxine HCl"
"Plate001","007007","Temsirolimus (CCI-779, NSC 683864)"
"Plate001","007008","Moxifloxacin HCl"
"Plate001","007009","Belinostat (PXD101)"
"Plate001","007010","Naratriptan HCl"
"Plate001","007011","Capecitabine"
"Plate001","007012","Aztreonam"
"Plate001","007013","Aprepitant"
"Plate001","007014","Saxagliptin"
"Plate001","007015","Decitabine"
"Plate001","007016","Tazarotene"
"Plate001","007017","Bendamustine HCl"
"Plate001","007018","Olmesartan Medoxomil"
"Plate001","007019","Raloxifene HCl"
"Plate001","007020","Silodosin"
"Plate001","007021","Agomelatine"
"Plate001","007022","Naproxen Sodium"
"Plate001","008001","DOX_5"
"Plate001","008003","Posaconazole"
"Plate001","008004","Amphotericin B"
"Plate001","008005","Altretamine"
"Plate001","008006","Ketorolac"
"Plate001","008007","Carmofur"
"Plate001","008008","Enalaprilat Dihydrate"
"Plate001","008009","Mercaptopurine (6-MP)"
"Plate001","008010","Aminophylline"
"Plate001","008011","Felbamate"
"Plate001","008012","Sulfanilamide"
"Plate001","008013","Glimepiride"
"Plate001","008014","Desonide"
"Plate001","008015","Acitretin"
"Plate001","008016","Piroxicam"
"Plate001","008017","Meropenem"
"Plate001","008018","Indomethacin"
"Plate001","008019","Pirarubicin"
"Plate001","008020","Mesna"
"Plate001","008021","Trilostane"
